stage,base_model_type,base_params,p1p2_model_type,p1p2_params,p1_sample_weight,p2p4_model_type,p2p4_params,p4_sample_weight,validation_objective,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_macro_recall,validation_min_recall,validation_off_by_one_accuracy,validation_mae,validation_p1_recall,validation_p2_recall,validation_p3_recall,validation_p4_recall,validation_p5_recall,natural_accuracy,natural_macro_f1,natural_weighted_f1,natural_macro_recall,natural_min_recall,natural_off_by_one_accuracy,natural_mae,natural_p1_recall,natural_p2_recall,natural_p3_recall,natural_p4_recall,natural_p5_recall
base_direct,sgd_log,alpha=0.1,,,1.0,,,1.0,1.4726776865384295,0.6856,0.6821961442307154,0.6821961442307154,0.6856,0.536,0.8984,0.4648,0.676,0.536,0.896,0.608,0.712,0.7175879396984924,0.7158868307806124,0.7160615635715513,0.7173125729658392,0.601010101010101,0.8994974874371859,0.4221105527638191,0.6934673366834171,0.601010101010101,0.875,0.6834170854271356,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.3,1.468614391716458,0.6872,0.6834906528607637,0.6834906528607636,0.6872,0.524,0.8992,0.4632,0.676,0.524,0.896,0.628,0.712,0.7195979899497488,0.7174868647924038,0.7176526180651555,0.7193073955636768,0.5858585858585859,0.9015075376884422,0.4190954773869347,0.6934673366834171,0.5858585858585859,0.875,0.7085427135678392,0.7336683417085427
base_direct,sgd_log,alpha=0.03,,,1.0,,,1.0,1.4652121183896891,0.68,0.6770868639828151,0.677086863982815,0.68,0.556,0.8976,0.4696,0.676,0.556,0.868,0.576,0.724,0.7175879396984924,0.7160679719605408,0.7162442657048281,0.7173378001116694,0.6111111111111112,0.9015075376884422,0.42311557788944726,0.6934673366834171,0.6111111111111112,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.3,1.4602328052309326,0.6808,0.6777213420515548,0.6777213420515548,0.6808,0.54,0.9,0.468,0.676,0.54,0.868,0.596,0.724,0.7185929648241206,0.7169563565892687,0.7171295980227498,0.7183377493528248,0.6060606060606061,0.9015075376884422,0.4201005025125628,0.6984924623115578,0.6060606060606061,0.86,0.6884422110552764,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,,,1.0,1.457840510928808,0.6792,0.6762008515480135,0.6762008515480133,0.6792,0.552,0.8976,0.4728,0.676,0.552,0.868,0.576,0.724,0.7195979899497488,0.7181236916979937,0.7182964096629515,0.7193529262473985,0.6161616161616161,0.9015075376884422,0.4201005025125628,0.6984924623115578,0.6161616161616161,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.3,1.4555825660067558,0.68,0.6769042766779265,0.6769042766779264,0.68,0.54,0.8992,0.4696,0.676,0.54,0.868,0.592,0.724,0.7185929648241206,0.7169563565892687,0.7171295980227498,0.7183377493528248,0.6060606060606061,0.9015075376884422,0.4201005025125628,0.6984924623115578,0.6060606060606061,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.6,1.4548377199824813,0.688,0.6843295333041354,0.6843295333041353,0.6880000000000001,0.512,0.8992,0.4616,0.676,0.512,0.896,0.652,0.704,0.7226130653266332,0.7206406462780491,0.7208174014678848,0.7223224709405613,0.5858585858585859,0.9005025125628141,0.41809045226130653,0.6984924623115578,0.5858585858585859,0.875,0.7185929648241206,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.6,1.4531547492355732,0.68,0.6768579153926216,0.6768579153926216,0.68,0.536,0.8992,0.4696,0.676,0.536,0.868,0.596,0.724,0.7195979899497488,0.7179425855792072,0.7181124507393716,0.7193427744784529,0.6060606060606061,0.9035175879396985,0.41608040201005025,0.6984924623115578,0.6060606060606061,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.0,1.4530047414233345,0.6792,0.6761412357055574,0.6761412357055574,0.6792,0.544,0.8976,0.4728,0.676,0.544,0.868,0.584,0.724,0.7195979899497488,0.7180173470100367,0.7181869736468569,0.7193478503629258,0.6111111111111112,0.9025125628140703,0.41809045226130653,0.6984924623115578,0.6111111111111112,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.0,1.4530047414233345,0.6792,0.6761412357055574,0.6761412357055574,0.6792,0.544,0.8976,0.4728,0.676,0.544,0.868,0.584,0.724,0.7185929648241206,0.7170339137234605,0.7172068913671753,0.7183428252372975,0.6111111111111112,0.9025125628140703,0.41809045226130653,0.6984924623115578,0.6111111111111112,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.3,1.4503555554180478,0.68,0.676792592363413,0.6767925923634132,0.68,0.532,0.8984,0.4712,0.676,0.532,0.868,0.6,0.724,0.7185929648241206,0.7167998175265273,0.7169735992693418,0.718327597583879,0.5959595959595959,0.9015075376884422,0.4201005025125628,0.6984924623115578,0.5959595959595959,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.6,1.448505370155701,0.6792,0.6760422835928352,0.6760422835928352,0.6792,0.536,0.8984,0.4712,0.676,0.536,0.868,0.592,0.724,0.7195979899497488,0.7179425855792072,0.7181124507393716,0.7193427744784529,0.6060606060606061,0.9035175879396985,0.41608040201005025,0.6984924623115578,0.6060606060606061,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.0,1.446279588735542,0.6784,0.675265981225903,0.6752659812259029,0.6784000000000001,0.54,0.8976,0.4728,0.676,0.54,0.868,0.584,0.724,0.7185929648241206,0.7169647154310894,0.7171396316738341,0.7183377493528248,0.6060606060606061,0.9025125628140703,0.41809045226130653,0.6984924623115578,0.6060606060606061,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.6,1.445746048129769,0.6864,0.6823100802162816,0.6823100802162816,0.6864000000000001,0.508,0.8984,0.4648,0.676,0.508,0.896,0.64,0.712,0.7195979899497488,0.7174868647924038,0.7176526180651555,0.7193073955636768,0.5858585858585859,0.9015075376884422,0.4190954773869347,0.6934673366834171,0.5858585858585859,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.6,1.4405845571144122,0.68,0.6765075951906869,0.6765075951906869,0.68,0.516,0.8984,0.4712,0.676,0.516,0.868,0.616,0.724,0.7195979899497488,0.717785548348297,0.7179576207168887,0.719332622709507,0.5959595959595959,0.9025125628140703,0.41809045226130653,0.6984924623115578,0.5959595959595959,0.86,0.7035175879396985,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,,,1.0,1.4041448927467863,0.6832,0.6787081545779772,0.6787081545779772,0.6832,0.484,0.8984,0.472,0.716,0.484,0.896,0.616,0.704,0.714572864321608,0.7118169585435289,0.71203310529801,0.7142365869752804,0.5404040404040404,0.8994974874371859,0.4291457286432161,0.7236180904522613,0.5404040404040404,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.0,1.396404327611408,0.6832,0.6784738793523465,0.6784738793523465,0.6832,0.476,0.8984,0.472,0.716,0.476,0.896,0.624,0.704,0.714572864321608,0.7116214621623004,0.7118366063364095,0.7142315110908075,0.5353535353535354,0.9015075376884422,0.42512562814070354,0.7236180904522613,0.5353535353535354,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.0,1.396404327611408,0.6832,0.6784738793523465,0.6784738793523465,0.6832,0.476,0.8984,0.472,0.716,0.476,0.896,0.624,0.704,0.714572864321608,0.7116057005601785,0.7118191869221882,0.7142315110908075,0.5353535353535354,0.9005025125628141,0.4271356783919598,0.7236180904522613,0.5353535353535354,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.3,1.391475868048803,0.6832,0.6783264467480048,0.6783264467480047,0.6832,0.472,0.8992,0.4704,0.716,0.472,0.896,0.628,0.704,0.7135678391959799,0.7104730502027311,0.7106904998580394,0.7132214100807065,0.5303030303030303,0.8994974874371859,0.4291457286432161,0.7236180904522613,0.5303030303030303,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.3,1.391475868048803,0.6832,0.6783264467480048,0.6783264467480047,0.6832,0.472,0.8992,0.4704,0.716,0.472,0.896,0.628,0.704,0.7135678391959799,0.7104730502027311,0.7106904998580394,0.7132214100807065,0.5303030303030303,0.8994974874371859,0.4291457286432161,0.7236180904522613,0.5303030303030303,0.875,0.7035175879396985,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,,,1.0,1.3912101142306892,0.6824,0.6773501903844819,0.6773501903844819,0.6824,0.48,0.8984,0.4736,0.716,0.48,0.896,0.608,0.712,0.7095477386934673,0.7066623019054605,0.7068706932861518,0.7092114613471396,0.5404040404040404,0.8994974874371859,0.43316582914572865,0.7135678391959799,0.5404040404040404,0.875,0.6834170854271356,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.0,1.3909165308631355,0.6832,0.677927551438559,0.677927551438559,0.6832,0.472,0.8992,0.472,0.716,0.472,0.896,0.62,0.712,0.7105527638190955,0.707454604382442,0.7076603952414992,0.710211410588295,0.5353535353535354,0.9025125628140703,0.4271356783919598,0.7135678391959799,0.5353535353535354,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.0,1.3909165308631355,0.6832,0.677927551438559,0.677927551438559,0.6832,0.472,0.8992,0.472,0.716,0.472,0.896,0.62,0.712,0.7105527638190955,0.7074368115251828,0.7076409537822078,0.710211410588295,0.5353535353535354,0.9015075376884422,0.4291457286432161,0.7135678391959799,0.5353535353535354,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.0,1.3896366759155019,0.6824,0.6775277931925027,0.6775277931925028,0.6824,0.472,0.8984,0.472,0.716,0.472,0.896,0.624,0.704,0.7135678391959799,0.7104883821244242,0.7107074831519403,0.7132214100807065,0.5303030303030303,0.9005025125628141,0.4271356783919598,0.7236180904522613,0.5303030303030303,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.3,1.3859902305660046,0.6832,0.6777837176100079,0.6777837176100078,0.6832,0.468,0.9,0.4704,0.716,0.468,0.896,0.624,0.712,0.7095477386934673,0.7063052580463272,0.7065133571567592,0.7092013095781939,0.5303030303030303,0.9005025125628141,0.4311557788944724,0.7135678391959799,0.5303030303030303,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.3,1.3859902305660046,0.6832,0.6777837176100079,0.6777837176100078,0.6832,0.468,0.9,0.4704,0.716,0.468,0.896,0.624,0.712,0.7095477386934673,0.7063052580463272,0.7065133571567592,0.7092013095781939,0.5303030303030303,0.9005025125628141,0.4311557788944724,0.7135678391959799,0.5303030303030303,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.6,1.384359107251902,0.6824,0.677398512086503,0.677398512086503,0.6824,0.468,0.8984,0.472,0.716,0.468,0.896,0.628,0.704,0.714572864321608,0.7114382453056282,0.7116523643060048,0.7142264352063347,0.5303030303030303,0.9015075376884422,0.42512562814070354,0.7236180904522613,0.5303030303030303,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.6,1.384359107251902,0.6824,0.677398512086503,0.677398512086503,0.6824,0.468,0.8984,0.472,0.716,0.468,0.896,0.628,0.704,0.714572864321608,0.7114382453056282,0.7116523643060048,0.7142264352063347,0.5303030303030303,0.9015075376884422,0.42512562814070354,0.7236180904522613,0.5303030303030303,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.0,1.3841475792329883,0.6824,0.6769792987216472,0.6769792987216472,0.6824,0.468,0.8992,0.472,0.716,0.468,0.896,0.62,0.712,0.7095477386934673,0.7063226053970492,0.7065323466798438,0.7092013095781939,0.5303030303030303,0.9015075376884422,0.4291457286432161,0.7135678391959799,0.5303030303030303,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.3,1.3823787238258043,0.684,0.6788312063763402,0.6788312063763402,0.6839999999999999,0.464,0.8992,0.4704,0.716,0.464,0.896,0.64,0.704,0.7135678391959799,0.7101276327378341,0.7103464298375877,0.7132112583117608,0.5202020202020202,0.8994974874371859,0.4291457286432161,0.7236180904522613,0.5202020202020202,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.6,1.3788696665437385,0.6824,0.6768494442395638,0.676849444239564,0.6824,0.464,0.8992,0.472,0.716,0.464,0.896,0.624,0.712,0.7105527638190955,0.7072737505788035,0.7074785376674481,0.7102063347038221,0.5303030303030303,0.9025125628140703,0.4271356783919598,0.7135678391959799,0.5303030303030303,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.6,1.3788696665437385,0.6824,0.6768494442395638,0.676849444239564,0.6824,0.464,0.8992,0.472,0.716,0.464,0.896,0.624,0.712,0.7105527638190955,0.7072737505788035,0.7074785376674481,0.7102063347038221,0.5303030303030303,0.9025125628140703,0.4271356783919598,0.7135678391959799,0.5303030303030303,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.3,1.3732195041083721,0.6824,0.6766991735139527,0.6766991735139527,0.6824,0.46,0.8984,0.4736,0.716,0.46,0.896,0.628,0.712,0.7095477386934673,0.7059685540806022,0.7061780249559023,0.7091911578092482,0.5202020202020202,0.9005025125628141,0.4311557788944724,0.7135678391959799,0.5202020202020202,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.6,1.3668557390839444,0.684,0.6783595651399076,0.6783595651399077,0.6839999999999999,0.452,0.9,0.4688,0.716,0.452,0.896,0.652,0.704,0.7125628140703517,0.7089830719464868,0.7092059267789412,0.7122011573016598,0.5151515151515151,0.8984924623115578,0.4311557788944724,0.7236180904522613,0.5151515151515151,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.3,1.3586137566325642,0.6752,0.6702895943876076,0.6702895943876076,0.6752,0.472,0.9,0.4768,0.716,0.472,0.868,0.596,0.724,0.7105527638190955,0.7076663360254464,0.7078785733766573,0.7102315618496524,0.5404040404040404,0.9015075376884422,0.4291457286432161,0.7236180904522613,0.5404040404040404,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.6,1.357706216004985,0.6824,0.6762436933416415,0.6762436933416415,0.6824,0.448,0.8992,0.472,0.716,0.448,0.896,0.64,0.712,0.7085427135678392,0.7048251801431106,0.7050387019646727,0.7081810567991472,0.5151515151515151,0.8994974874371859,0.43316582914572865,0.7135678391959799,0.5151515151515151,0.875,0.7035175879396985,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,,,1.0,1.3563246275290044,0.6736,0.6689410458816741,0.6689410458816741,0.6736000000000001,0.484,0.8976,0.4816,0.716,0.484,0.868,0.576,0.724,0.7115577889447237,0.7089662950692954,0.7091773425000478,0.7112467387442262,0.5505050505050505,0.9015075376884422,0.4291457286432161,0.7236180904522613,0.5505050505050505,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.3,1.3539633534026656,0.6744,0.6694722556711092,0.6694722556711091,0.6744,0.472,0.8992,0.4784,0.716,0.472,0.868,0.592,0.724,0.7095477386934673,0.706678649808548,0.7068925420949458,0.7092265367240241,0.5404040404040404,0.9005025125628141,0.4311557788944724,0.7236180904522613,0.5404040404040404,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.6,1.3515000084000968,0.6744,0.6693666806668279,0.6693666806668279,0.6744,0.468,0.8992,0.4784,0.716,0.468,0.868,0.596,0.724,0.7115577889447237,0.7086448703621828,0.7088537701066762,0.7112365869752806,0.5404040404040404,0.9035175879396985,0.42512562814070354,0.7236180904522613,0.5404040404040404,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.0,1.3514202750302335,0.6736,0.6687671250503892,0.668767125050389,0.6736000000000001,0.476,0.8976,0.4816,0.716,0.476,0.868,0.584,0.724,0.7105527638190955,0.7078107745700813,0.7080224120440365,0.7102366377341252,0.5454545454545454,0.9025125628140703,0.4271356783919598,0.7236180904522613,0.5454545454545454,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.1,1.0,1.3514202750302335,0.6736,0.6687671250503892,0.668767125050389,0.6736000000000001,0.476,0.8976,0.4816,0.716,0.476,0.868,0.584,0.724,0.7115577889447237,0.7087866830495451,0.7089950073297068,0.7112416628597533,0.5454545454545454,0.9025125628140703,0.4271356783919598,0.7236180904522613,0.5454545454545454,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.3,1.348664853157842,0.6744,0.6692414219297366,0.6692414219297366,0.6744,0.464,0.8984,0.48,0.716,0.464,0.868,0.6,0.724,0.7095477386934673,0.7063895433097789,0.7066046903581452,0.7092163849550784,0.5303030303030303,0.9005025125628141,0.4311557788944724,0.7236180904522613,0.5303030303030303,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.05,1.6,1.3468505784465292,0.6736,0.6685509640775488,0.6685509640775488,0.6736000000000001,0.468,0.8984,0.48,0.716,0.468,0.868,0.592,0.724,0.7105527638190955,0.7076575566923498,0.7078681298886791,0.7102315618496524,0.5404040404040404,0.9025125628140703,0.4271356783919598,0.7236180904522613,0.5404040404040404,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.6,1.3462373124659144,0.6752,0.6696621874431911,0.6696621874431912,0.6752,0.452,0.9,0.4768,0.716,0.452,0.868,0.616,0.724,0.7095477386934673,0.7062406283215166,0.7064581011671653,0.7092113090706056,0.5252525252525253,0.9005025125628141,0.4311557788944724,0.7236180904522613,0.5252525252525253,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.4,sgd_log,alpha=0.03,1.0,1.3446601783269478,0.6728,0.6678336305449134,0.6678336305449134,0.6728,0.472,0.8976,0.4816,0.716,0.472,0.868,0.584,0.724,0.7095477386934673,0.7066919893510651,0.7069075274293615,0.7092265367240241,0.5404040404040404,0.9015075376884422,0.4291457286432161,0.7236180904522613,0.5404040404040404,0.86,0.6834170854271356,0.7386934673366834
