stage,base_model_type,base_params,p1p2_model_type,p1p2_params,p1_sample_weight,p2p4_model_type,p2p4_params,p4_sample_weight,validation_objective,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_macro_recall,validation_min_recall,validation_off_by_one_accuracy,validation_mae,validation_p1_recall,validation_p2_recall,validation_p3_recall,validation_p4_recall,validation_p5_recall,natural_accuracy,natural_macro_f1,natural_weighted_f1,natural_macro_recall,natural_min_recall,natural_off_by_one_accuracy,natural_mae,natural_p1_recall,natural_p2_recall,natural_p3_recall,natural_p4_recall,natural_p5_recall
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,,,1.0,1.5350989555909111,0.6856,0.6836315926515184,0.6836315926515183,0.6856,0.576,0.8992,0.4592,0.624,0.636,0.868,0.576,0.724,0.7276381909547739,0.7269436704613688,0.7270833226646175,0.7274743414039897,0.6582914572864321,0.9015075376884422,0.40703517587939697,0.6582914572864321,0.696969696969697,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.0,1.5348778352619175,0.6904,0.687996392103196,0.687996392103196,0.6904,0.568,0.9016,0.452,0.656,0.568,0.896,0.628,0.704,0.7236180904522613,0.7223407206340275,0.7225086257269656,0.7233681031419724,0.6262626262626263,0.9015075376884422,0.4130653266331658,0.678391959798995,0.6262626262626263,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.05,1.0,1.5336415512976878,0.6824,0.6804025854961464,0.6804025854961465,0.6824,0.584,0.8992,0.4608,0.624,0.612,0.868,0.584,0.724,0.7165829145728643,0.7154937290605136,0.7156581966989632,0.7163784579462972,0.6381909547738693,0.9035175879396985,0.41608040201005025,0.6381909547738693,0.6565656565656566,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.1,1.0,1.5332976970028718,0.6824,0.6804294950047864,0.6804294950047864,0.6824,0.584,0.8984,0.4624,0.624,0.612,0.868,0.584,0.724,0.7175879396984924,0.7164434273497718,0.7166046929965828,0.7173834830719252,0.6381909547738693,0.9035175879396985,0.41608040201005025,0.6381909547738693,0.6565656565656566,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.3,1.5328310734943569,0.6896,0.6867851224905948,0.6867851224905948,0.6896000000000001,0.568,0.9016,0.4536,0.648,0.568,0.896,0.624,0.712,0.7165829145728643,0.715035405431765,0.7152010183104277,0.7163227754936298,0.6161616161616161,0.9005025125628141,0.421105527638191,0.6633165829145728,0.6161616161616161,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.3,1.5328310734943569,0.6896,0.6867851224905948,0.6867851224905948,0.6896000000000001,0.568,0.9016,0.4536,0.648,0.568,0.896,0.624,0.712,0.7175879396984924,0.7160129981322622,0.716176977868522,0.7173278006192578,0.6161616161616161,0.9015075376884422,0.4190954773869347,0.6633165829145728,0.6161616161616161,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.0,1.5327340835193641,0.6896,0.6872234725322737,0.6872234725322737,0.6896000000000001,0.568,0.9008,0.4552,0.652,0.568,0.896,0.628,0.704,0.7286432160804021,0.7277084364670916,0.7278605282957259,0.7284236840769504,0.6565656565656566,0.9015075376884422,0.40603015075376886,0.6733668341708543,0.6565656565656566,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.0,1.5326987429154242,0.6896,0.6872312381923736,0.6872312381923736,0.6896000000000001,0.568,0.9,0.4552,0.656,0.568,0.896,0.624,0.704,0.7236180904522613,0.7223236792353073,0.7224899329472847,0.7233681031419724,0.6262626262626263,0.9005025125628141,0.4150753768844221,0.678391959798995,0.6262626262626263,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.03,1.0,1.5311904214260066,0.6824,0.680384035710011,0.680384035710011,0.6824,0.584,0.9,0.4592,0.628,0.608,0.868,0.584,0.724,0.7226130653266332,0.7216928612552369,0.72184578111691,0.7224187604690118,0.6532663316582915,0.9045226130653267,0.40603015075376886,0.6532663316582915,0.6666666666666666,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.6,1.531182506673855,0.6888,0.6863708444564256,0.6863708444564255,0.6888,0.568,0.9,0.4552,0.648,0.568,0.896,0.628,0.704,0.7206030150753768,0.7191713249240341,0.7193446649730972,0.7203428759961422,0.6161616161616161,0.9015075376884422,0.41608040201005025,0.6683417085427136,0.6161616161616161,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.6,1.531182506673855,0.6888,0.6863708444564256,0.6863708444564255,0.6888,0.568,0.9,0.4552,0.648,0.568,0.896,0.628,0.704,0.721608040201005,0.7201411846110637,0.7203128745280317,0.7213479011217705,0.6161616161616161,0.9025125628140703,0.414070351758794,0.6683417085427136,0.6161616161616161,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.0,1.5309919454139624,0.6888,0.6859865756899377,0.6859865756899378,0.6888,0.568,0.9008,0.4552,0.648,0.568,0.896,0.62,0.712,0.7175879396984924,0.716032911666179,0.7161985245448417,0.7173278006192578,0.6161616161616161,0.9025125628140703,0.41708542713567837,0.6633165829145728,0.6161616161616161,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.0,1.5305564262135178,0.6888,0.6864607103558636,0.6864607103558635,0.6888,0.568,0.8992,0.4584,0.652,0.568,0.896,0.624,0.704,0.7286432160804021,0.7276918716837263,0.7278423097363479,0.7284236840769504,0.6565656565656566,0.9005025125628141,0.40804020100502514,0.6733668341708543,0.6565656565656566,0.875,0.7035175879396985,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,,,1.0,1.5303392219475191,0.6832,0.6812320365791985,0.6812320365791985,0.6832,0.576,0.8992,0.4608,0.628,0.62,0.868,0.576,0.724,0.7226130653266332,0.7218215034039634,0.7219758275068565,0.7224289122379574,0.6532663316582915,0.9015075376884422,0.4120603015075377,0.6532663316582915,0.6767676767676768,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.3,1.529991423838948,0.6904,0.6879190397315801,0.6879190397315801,0.6904,0.564,0.9024,0.4504,0.656,0.564,0.896,0.632,0.704,0.7226130653266332,0.7212764556436194,0.7214462433686653,0.7223580021318715,0.6212121212121212,0.8994974874371859,0.41708542713567837,0.678391959798995,0.6212121212121212,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.3,1.529991423838948,0.6904,0.6879190397315801,0.6879190397315801,0.6904,0.564,0.9024,0.4504,0.656,0.564,0.896,0.632,0.704,0.7236180904522613,0.7222512104673766,0.7224193431323693,0.7233630272574996,0.6212121212121212,0.9005025125628141,0.4150753768844221,0.678391959798995,0.6212121212121212,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.0,1.5294584241477553,0.6904,0.6875640402462592,0.6875640402462592,0.6904,0.564,0.9024,0.452,0.656,0.564,0.896,0.624,0.712,0.7206030150753768,0.7191758870873076,0.7193327902631617,0.720353027765088,0.6262626262626263,0.9025125628140703,0.414070351758794,0.6733668341708543,0.6262626262626263,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.03,1.0,1.5293449728732305,0.6816,0.6795749547887173,0.6795749547887172,0.6816000000000001,0.584,0.8992,0.4608,0.624,0.608,0.868,0.584,0.724,0.7165829145728643,0.7154508715185065,0.7156171248830622,0.7163733820618242,0.6381909547738693,0.9035175879396985,0.41608040201005025,0.6381909547738693,0.6515151515151515,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.3,1.5292448261472888,0.6904,0.6878747102454815,0.6878747102454814,0.6904,0.564,0.9008,0.4536,0.648,0.564,0.896,0.64,0.704,0.7206030150753768,0.7189871996603089,0.7191627538726775,0.7203327242271966,0.6060606060606061,0.9005025125628141,0.41809045226130653,0.6683417085427136,0.6060606060606061,0.875,0.7185929648241206,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,,,1.0,1.5284802614485586,0.6824,0.6804004357475977,0.6804004357475976,0.6824,0.576,0.8984,0.4624,0.624,0.62,0.868,0.576,0.724,0.7165829145728643,0.7155941873366733,0.7157600504641439,0.7163835338307699,0.6381909547738693,0.9015075376884422,0.4201005025125628,0.6381909547738693,0.6616161616161617,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.0,1.5281572066204292,0.6896,0.6871286777007155,0.6871286777007155,0.6896000000000001,0.564,0.9016,0.452,0.656,0.564,0.896,0.628,0.704,0.7236180904522613,0.7222665546535205,0.7224363423785664,0.7233630272574996,0.6212121212121212,0.9015075376884422,0.4130653266331658,0.678391959798995,0.6212121212121212,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.3,1.5278460049911013,0.6896,0.6871433416518357,0.6871433416518357,0.6896000000000001,0.564,0.9016,0.4536,0.652,0.564,0.896,0.632,0.704,0.7276381909547739,0.7266562038790453,0.7268083979938065,0.7274135830668493,0.6515151515151515,0.9005025125628141,0.40804020100502514,0.6733668341708543,0.6515151515151515,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.3,1.5278460049911013,0.6896,0.6871433416518357,0.6871433416518357,0.6896000000000001,0.564,0.9016,0.4536,0.652,0.564,0.896,0.632,0.704,0.7286432160804021,0.7276324107110803,0.7277829387172351,0.7284186081924775,0.6515151515151515,0.9015075376884422,0.40603015075376886,0.6733668341708543,0.6515151515151515,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.0,1.5272737796500129,0.6896,0.6867896327500216,0.6867896327500216,0.6896000000000001,0.564,0.9008,0.4552,0.656,0.564,0.896,0.62,0.712,0.7206030150753768,0.7191586472368268,0.71931389903172,0.720353027765088,0.6262626262626263,0.9015075376884422,0.41608040201005025,0.6733668341708543,0.6262626262626263,0.875,0.6934673366834171,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,,,1.0,1.5271385212585318,0.6888,0.6860975354308861,0.686097535430886,0.6888,0.572,0.8992,0.4584,0.656,0.572,0.896,0.608,0.712,0.7195979899497488,0.7182982149797751,0.7184581476703815,0.7193530785239327,0.6313131313131313,0.8994974874371859,0.4201005025125628,0.6733668341708543,0.6313131313131313,0.875,0.6834170854271356,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.6,1.5270671594825183,0.6912,0.6886452658041966,0.6886452658041965,0.6912,0.56,0.9032,0.4464,0.632,0.56,0.896,0.664,0.704,0.7246231155778895,0.7233912003835957,0.7235539382522375,0.7243782041520734,0.6313131313131313,0.9005025125628141,0.4100502512562814,0.6582914572864321,0.6313131313131313,0.875,0.7236180904522613,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.0,1.5260120133012312,0.6888,0.6863533555020525,0.6863533555020525,0.6888,0.564,0.9008,0.4552,0.652,0.564,0.896,0.628,0.704,0.7286432160804021,0.727643858200033,0.7277960523147943,0.7284186081924775,0.6515151515151515,0.9025125628140703,0.4040201005025126,0.6733668341708543,0.6515151515151515,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.6,1.525764770188685,0.6888,0.6859412836478089,0.6859412836478089,0.6888,0.564,0.9008,0.4552,0.648,0.564,0.896,0.624,0.712,0.7175879396984924,0.7159964802185762,0.7161588183505552,0.7173278006192578,0.6161616161616161,0.9025125628140703,0.41708542713567837,0.6633165829145728,0.6161616161616161,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.6,1.525764770188685,0.6888,0.6859412836478089,0.6859412836478089,0.6888,0.564,0.9008,0.4552,0.648,0.564,0.896,0.624,0.712,0.7185929648241206,0.7169734573457345,0.7171341453456185,0.718332825744886,0.6161616161616161,0.9035175879396985,0.4150753768844221,0.6633165829145728,0.6161616161616161,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.3,1.5245748045600414,0.6904,0.6874913409334018,0.6874913409334018,0.6904,0.56,0.9032,0.4504,0.656,0.56,0.896,0.628,0.712,0.7206030150753768,0.7190931932982509,0.7192503240461594,0.7203479518806152,0.6212121212121212,0.9015075376884422,0.41608040201005025,0.6733668341708543,0.6212121212121212,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.3,1.5245748045600414,0.6904,0.6874913409334018,0.6874913409334018,0.6904,0.56,0.9032,0.4504,0.656,0.56,0.896,0.628,0.712,0.7195979899497488,0.7181112389852987,0.7182700247932606,0.719342926754987,0.6212121212121212,0.9005025125628141,0.41809045226130653,0.6733668341708543,0.6212121212121212,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.6,1.522924238298761,0.6896,0.687073730497935,0.6870737304979349,0.6896000000000001,0.56,0.9016,0.452,0.656,0.56,0.896,0.632,0.704,0.7236180904522613,0.7222392752615876,0.7224057442688121,0.7233630272574996,0.6212121212121212,0.9015075376884422,0.4130653266331658,0.678391959798995,0.6212121212121212,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.6,1.522924238298761,0.6896,0.687073730497935,0.6870737304979349,0.6896000000000001,0.56,0.9016,0.452,0.656,0.56,0.896,0.632,0.704,0.7246231155778895,0.7232135508694839,0.7233783475540563,0.7243680523831277,0.6212121212121212,0.9025125628140703,0.41105527638190953,0.678391959798995,0.6212121212121212,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.3,1.5228074317931546,0.692,0.6893457196552577,0.6893457196552577,0.692,0.556,0.9032,0.4488,0.656,0.556,0.896,0.648,0.704,0.7236180904522613,0.7220719817561034,0.7222405803449338,0.7233528754885539,0.6111111111111112,0.9005025125628141,0.4150753768844221,0.678391959798995,0.6111111111111112,0.875,0.7185929648241206,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.0,1.5227372974526674,0.6896,0.6866954957544459,0.6866954957544458,0.6896000000000001,0.56,0.9024,0.452,0.656,0.56,0.896,0.624,0.712,0.7206030150753768,0.7191087452197127,0.7192675310276746,0.7203479518806152,0.6212121212121212,0.9025125628140703,0.414070351758794,0.6733668341708543,0.6212121212121212,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.3,1.5224883937170024,0.692,0.6893473228616706,0.6893473228616706,0.692,0.556,0.9032,0.4504,0.652,0.556,0.896,0.652,0.704,0.7286432160804021,0.7275144740562257,0.727665186142549,0.7284084564235318,0.6414141414141414,0.9015075376884422,0.40603015075376886,0.6733668341708543,0.6414141414141414,0.875,0.7185929648241206,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.6,1.520778610697264,0.6888,0.6862976844954405,0.6862976844954404,0.6888,0.56,0.9008,0.4552,0.652,0.56,0.896,0.632,0.704,0.7296482412060301,0.728600026884103,0.7287471971713827,0.7294236333181057,0.6515151515151515,0.9035175879396985,0.4020100502512563,0.6733668341708543,0.6515151515151515,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.6,1.520778610697264,0.6888,0.6862976844954405,0.6862976844954404,0.6888,0.56,0.9008,0.4552,0.652,0.56,0.896,0.632,0.704,0.7286432160804021,0.7276243360469714,0.7277731894655955,0.7284186081924775,0.6515151515151515,0.9025125628140703,0.4040201005025126,0.6733668341708543,0.6515151515151515,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.0,1.5204417664230512,0.6888,0.6859362773717523,0.6859362773717523,0.6888,0.56,0.9016,0.456,0.652,0.56,0.896,0.624,0.712,0.7246231155778895,0.7235249085490103,0.7236694077834175,0.7243985076899649,0.6515151515151515,0.9025125628140703,0.40804020100502514,0.6683417085427136,0.6515151515151515,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.3,1.5201646424901314,0.6888,0.6858744041502198,0.6858744041502198,0.6888,0.56,0.9,0.4568,0.648,0.56,0.896,0.628,0.712,0.7175879396984924,0.7158258952925002,0.7159904475877849,0.7173176488503121,0.6060606060606061,0.9015075376884422,0.4190954773869347,0.6633165829145728,0.6060606060606061,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.3,1.5200266050154894,0.6808,0.6786443416924826,0.6786443416924827,0.6808,0.584,0.9024,0.4584,0.632,0.584,0.868,0.596,0.724,0.7226130653266332,0.7216136731123637,0.721765050608745,0.7224136845845388,0.6582914572864321,0.9035175879396985,0.40904522613065325,0.6582914572864321,0.6616161616161617,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.3,1.519467187470699,0.6816,0.6793786457844982,0.6793786457844984,0.6816000000000001,0.576,0.9024,0.4584,0.632,0.576,0.868,0.608,0.724,0.7226130653266332,0.7215247508062227,0.7216763068603673,0.7224035328155931,0.6515151515151515,0.9035175879396985,0.40904522613065325,0.6582914572864321,0.6515151515151515,0.86,0.7035175879396985,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,,,1.0,1.518472858487845,0.6872,0.6844547641464083,0.6844547641464083,0.6872,0.568,0.8992,0.4608,0.652,0.568,0.896,0.608,0.712,0.7236180904522613,0.7226285326249262,0.7227761553631139,0.7233985584488096,0.6565656565656566,0.8994974874371859,0.414070351758794,0.6683417085427136,0.6565656565656566,0.875,0.6834170854271356,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.0,1.518259436568482,0.688,0.6851657276141369,0.6851657276141369,0.6880000000000001,0.56,0.9,0.4592,0.652,0.56,0.896,0.62,0.712,0.7246231155778895,0.723507263107263,0.7236501129988567,0.7243985076899649,0.6515151515151515,0.9015075376884422,0.4100502512562814,0.6683417085427136,0.6515151515151515,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.6,1.5180249630036782,0.6896,0.6867082716727968,0.6867082716727969,0.6896000000000001,0.556,0.9024,0.4496,0.632,0.556,0.896,0.652,0.712,0.7206030150753768,0.7192000544348669,0.7193553062297602,0.720353027765088,0.6262626262626263,0.9015075376884422,0.4120603015075377,0.6532663316582915,0.6262626262626263,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.6,1.5175047920052251,0.6896,0.6866413200087081,0.6866413200087081,0.6896000000000001,0.556,0.9024,0.452,0.656,0.556,0.896,0.628,0.712,0.721608040201005,0.7200624570765737,0.7202162518440619,0.7213529770062432,0.6212121212121212,0.9035175879396985,0.4120603015075377,0.6733668341708543,0.6212121212121212,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.6,1.5175047920052251,0.6896,0.6866413200087081,0.6866413200087081,0.6896000000000001,0.556,0.9024,0.452,0.656,0.556,0.896,0.628,0.712,0.7206030150753768,0.7190810640285485,0.719236531118689,0.7203479518806152,0.6212121212121212,0.9025125628140703,0.414070351758794,0.6733668341708543,0.6212121212121212,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.3,1.515554143245853,0.6888,0.6858569054097551,0.685856905409755,0.6888,0.556,0.9024,0.4544,0.652,0.556,0.896,0.628,0.712,0.7246231155778895,0.723449391568968,0.7235923577021908,0.7243934318054921,0.6464646464646465,0.9025125628140703,0.40804020100502514,0.6683417085427136,0.6464646464646465,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.3,1.515554143245853,0.6888,0.6858569054097551,0.685856905409755,0.6888,0.556,0.9024,0.4544,0.652,0.556,0.896,0.628,0.712,0.7236180904522613,0.7224669042187339,0.7226115319581885,0.723388406679864,0.6464646464646465,0.9015075376884422,0.4100502512562814,0.6683417085427136,0.6464646464646465,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.3,1.5153835150130883,0.68,0.6778391916884807,0.6778391916884808,0.68,0.584,0.9016,0.46,0.632,0.584,0.868,0.592,0.724,0.7226130653266332,0.7216136731123637,0.721765050608745,0.7224136845845388,0.6582914572864321,0.9035175879396985,0.40904522613065325,0.6582914572864321,0.6616161616161617,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.3,1.513733362931176,0.6904,0.6873556048852929,0.6873556048852928,0.6904,0.552,0.9024,0.452,0.656,0.552,0.896,0.636,0.712,0.7206030150753768,0.7189273108607137,0.71908490753246,0.7203378001116694,0.6111111111111112,0.9015075376884422,0.41608040201005025,0.6733668341708543,0.6111111111111112,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.0,1.5137173059641988,0.688,0.6850621766069979,0.6850621766069978,0.6880000000000001,0.556,0.9016,0.456,0.652,0.556,0.896,0.624,0.712,0.7246231155778895,0.7234619290943558,0.7236065568338104,0.7243934318054921,0.6464646464646465,0.9035175879396985,0.40603015075376886,0.6683417085427136,0.6464646464646465,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.6,1.5129739164869676,0.68,0.6778231941449462,0.6778231941449462,0.68,0.58,0.9016,0.46,0.632,0.58,0.868,0.596,0.724,0.7236180904522613,0.7225832104722938,0.7227312799714022,0.723418709710167,0.6582914572864321,0.9055276381909547,0.4050251256281407,0.6582914572864321,0.6616161616161617,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.3,1.511701459835285,0.6824,0.679969099725475,0.679969099725475,0.6824,0.576,0.9008,0.4616,0.648,0.576,0.868,0.596,0.724,0.7165829145728643,0.715247692701477,0.7154182687547453,0.71634800263946,0.6262626262626263,0.9015075376884422,0.421105527638191,0.6683417085427136,0.6262626262626263,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.0,1.510416479516488,0.6792,0.6770941325274805,0.6770941325274805,0.6792,0.584,0.9,0.4632,0.632,0.588,0.868,0.584,0.724,0.7226130653266332,0.7216773961006442,0.7218303159623172,0.7224187604690118,0.6582914572864321,0.9035175879396985,0.40904522613065325,0.6582914572864321,0.6666666666666666,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.0,1.5100743637103624,0.6792,0.677123939517271,0.677123939517271,0.6792,0.584,0.8992,0.4648,0.632,0.588,0.868,0.584,0.724,0.7236180904522613,0.7226401123289403,0.7227897647821954,0.7234237855946398,0.6582914572864321,0.9035175879396985,0.40904522613065325,0.6582914572864321,0.6666666666666666,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.6,1.5084824588569867,0.688,0.6850040980949773,0.6850040980949772,0.6880000000000001,0.552,0.9016,0.456,0.652,0.552,0.896,0.628,0.712,0.7246231155778895,0.7234402400784294,0.7235815361278376,0.7243934318054921,0.6464646464646465,0.9035175879396985,0.40603015075376886,0.6683417085427136,0.6464646464646465,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.6,1.5084824588569867,0.688,0.6850040980949773,0.6850040980949772,0.6880000000000001,0.552,0.9016,0.456,0.652,0.552,0.896,0.628,0.712,0.7256281407035176,0.7244221293026067,0.7245617467255718,0.7253984569311203,0.6464646464646465,0.9045226130653267,0.4040201005025126,0.6683417085427136,0.6464646464646465,0.875,0.7035175879396985,0.7336683417085427
